River_Width,Indust_Areas,River_Slantness,Area_Type,Bed_soil_Saltness,Flow_Diverters,Length_of_Staritness,No_of_Streams_Mixing,No_of_River_Deep_Bends,Clayey_Soil_Presence,Mo_of_ExtractingPoints,River_Curvature,Sanity_Level,PH_Level,Dissolved_Oxygen,Zinc_Level,Normalized_carbon,Flourides_Presence,Water_Quality
2213.29,0,3.99,0,0.0198,0,1853.69,12,0,53.903,6,10.76,2.33,7,15.3,0.2,0,0,0
717.51,2,0.88,2,0.3124,2,59.89,36,2,261.1614,17,155.04,27.01,6.4,10.9,5.4,3,1,2
2693.78,0,3,0,0.0327,0,1582.51,19,0,74.4479,3,18.25,0.05,6.8,14.8,0.9,1,0,0
2403.82,0,2.74,0,0.0111,0,1372.08,6,0,10.3629,1,5.16,4.71,6.8,15.3,0.2,1,0,0
2303.27,0,3.53,0,0.028,0,1420.63,13,0,3.267,3,0.13,2.13,7,16,1.6,1,0,0
2642.73,0,3.31,0,0.0217,0,1658.37,16,0,32.8662,3,9.06,0.59,7.5,14.1,0.2,0,0,0
1923.85,1,1.21,1,0.2163,1,945.54,27,1,160.8396,12,68.63,7.3,8.5,12.6,3.4,2,1,1
849.11,2,0.48,2,0.2889,2,246.85,49,2,260.6961,20,153.97,10.73,5.6,11,5.7,3,1,2
2561.97,0,3.34,0,0.0497,0,1135.14,20,0,58.5429,2,13.02,2.75,7.4,15.2,0.3,0,0,0
2111.66,0,2.89,0,0.0318,0,1545.61,4,0,13.8752,1,9.63,4.41,6.8,15.4,1.9,0,0,0
2480.99,0,3.98,0,0.0095,0,1940.42,20,0,65.2009,1,3.34,2.32,6.8,14.6,1.3,0,0,0
1366.35,1,1.83,1,0.1537,1,807.54,33,1,138.0951,14,40.21,6.33,7.6,13.2,2.2,2,1,1
1892.8,1,1.07,1,0.218,1,694.44,34,1,140.3301,13,38.84,5.88,7.7,13.2,3.4,2,1,1
2289.51,0,3.89,0,0.0157,0,1048.55,15,0,60.4614,7,0.75,0.22,7.3,15.9,0,0,0,0
416.03,2,0.9,2,0.3119,2,433.67,49,2,228.6584,21,148.04,14.84,6.3,10.2,5.8,3,1,2
1531.46,1,1.21,1,0.2428,1,815.52,35,1,95.5737,14,28.95,7.75,8.8,12.5,2.6,2,1,1
760.88,2,0.3,2,0.4327,2,316.16,39,2,238.8504,17,207.54,29.12,5.2,10.1,4.2,3,1,2
262.16,2,0.36,2,0.4047,2,237.45,50,2,229.0502,20,232.71,15.12,6.2,10.9,4.7,3,1,2
547.6,2,0.68,2,0.4387,2,258.21,40,2,211.8068,17,171.45,9.86,6.2,10.9,5.6,3,1,2
771.33,2,0.86,2,0.2631,2,363.18,39,2,262.9258,16,134.51,17.85,5.1,11.2,4.6,3,1,2
1605.73,1,1.81,1,0.1657,1,927.88,21,1,107.7567,14,108.91,8.28,8,12.7,3.6,2,1,1
864.94,2,0.02,2,0.4969,2,168.87,39,2,271.7918,20,234.67,22.07,6.2,11.8,5.1,3,1,2
161.74,2,0.94,2,0.4794,2,171.62,46,2,235.0323,19,179.31,22.81,6.2,10.7,5.9,3,1,2
2548.65,0,3.53,0,0.0336,0,1603.14,18,0,49.5539,7,13.96,1.36,7.2,14.8,1.2,0,0,0
898.1,2,0.27,2,0.4684,2,233.81,45,2,212.3699,21,154.35,24.12,6,11.6,5.1,3,1,2
2434.5,0,3.73,0,0.0086,0,1085.43,17,0,34.5876,1,6.57,2.11,7.1,14.9,1.7,1,0,0
834.03,2,0.17,2,0.3413,2,143.98,45,2,221.6634,21,136.99,23.64,5.5,11,5.1,3,1,2
1350.55,1,2.13,1,0.2105,1,631.31,24,1,166.492,14,36.73,5.81,7.6,13.1,2.7,2,1,1
1047.87,1,1.98,1,0.1654,1,735.11,32,1,146.0217,14,71.57,8.39,8,12.9,2.3,2,1,1
1228.37,1,1.47,1,0.051,1,868.73,26,1,149.32,12,76.04,6.86,8.7,12.7,3.6,2,1,1
2832.75,0,2.83,0,0.0481,0,1051.04,3,0,46.6228,8,3.51,4.39,7.4,15.6,1.4,0,0,0
1917.18,1,1.22,1,0.2061,1,788.66,34,1,168.0133,10,77.16,8.21,8.7,12.1,3.2,2,1,1
2516.85,0,2.96,0,0.0412,0,1844.11,8,0,31.3468,0,15.89,2.47,6.5,15.3,1.8,0,0,0
2472.18,0,2.96,0,0.0477,0,1016.68,9,0,52.4161,7,2.81,4.08,7.3,14.4,1.7,0,0,0
1998.23,1,1.17,1,0.1437,1,621.32,22,1,144.5891,10,112.21,8.52,7.9,12.8,3.2,2,1,1
2206.99,0,3.6,0,0.0417,0,1325.07,9,0,13.4745,1,8.35,1.58,7,14.3,0.5,1,0,0
1535.58,1,1.05,1,0.2145,1,612.13,23,1,132.6373,11,34.15,5.63,8.5,13,2.8,2,1,1
1468.14,1,1.96,1,0.1583,1,896.93,31,1,125.1486,12,119.52,8.29,8.8,13.6,3.9,2,1,1
2947.48,0,3.11,0,0.0101,0,1329.21,11,0,23.9694,5,18.28,1.95,6.8,14.6,0.1,1,0,0
96.5,2,0.81,2,0.2967,2,130.49,46,2,221.0033,20,229.62,21.88,5,11.6,5.1,3,1,2
540.4,2,0.51,2,0.2518,2,409.85,48,2,249.6098,20,235.19,9.05,5.3,10.9,5,3,1,2
991.05,2,0.68,2,0.2602,2,348.18,44,2,202.5771,16,202.64,11.38,5.8,11.2,4.8,3,1,2
460.34,2,0.66,2,0.4407,2,166.94,43,2,295.8167,19,133.4,19.14,5.4,10.6,4.3,3,1,2
1755.38,1,1.12,1,0.1175,1,911.61,34,1,152.7958,13,112.33,8.51,8.5,12.6,2.8,2,1,1
1801.63,1,1.76,1,0.2056,1,565.07,21,1,192.7907,13,109.74,7.35,7.8,12.5,3,2,1,1
833.87,2,0.21,2,0.2833,2,450.51,42,2,224.5999,21,149.24,10.01,5.4,11.9,4.2,3,1,2
2360.76,0,3.91,0,0.0418,0,1779.54,9,0,10.5642,5,8.42,3.01,6.8,14.1,0.2,1,0,0
1090.09,1,1.8,1,0.0567,1,628.25,29,1,183.7791,15,56.73,8.92,8.9,12.9,2.3,2,1,1
91.84,2,0.87,2,0.3472,2,329.21,36,2,213.1785,21,236.29,10.95,6.4,10.7,6,3,1,2
2088.79,0,3.44,0,0.0427,0,1580.72,17,0,71.9098,7,2.67,0.09,6.7,15.3,0.3,1,0,0
2344.49,0,2.95,0,0.0217,0,1345.67,5,0,45.9407,4,2.48,4.04,6.9,14.3,0.2,1,0,0
1499.17,1,1,1,0.1366,1,701.6,32,1,158.8269,11,68.63,6.53,7.7,13.7,2.7,2,1,1
511.58,2,0.57,2,0.2574,2,135.77,49,2,220.0563,17,137.88,19.89,6.2,12,4.4,3,1,2
2592.2,0,2.59,0,0.0026,0,1148.43,4,0,15.5465,0,9.87,1.29,7.2,15,0.6,0,0,0
585.47,2,0.02,2,0.4391,2,234.22,43,2,291.9588,19,212.34,12.41,6,11.9,5.7,3,1,2
1138.51,1,1.72,1,0.0951,1,819.72,24,1,84.8244,11,115.72,8.25,8.6,14,2.7,2,1,1
954.51,2,0.09,2,0.4687,2,26.59,46,2,239.4354,21,226.96,11.25,5.3,10.8,6,3,1,2
2162.78,0,3.88,0,0.0213,0,1613,6,0,53.8092,7,19.99,2.26,7.1,14.7,1.1,0,0,0
631.47,2,0.71,2,0.2985,2,411.35,41,2,268.9581,16,223.67,12.83,6.1,10.7,5.3,3,1,2
862.92,2,0.73,2,0.3792,2,374.51,40,2,202.9916,21,187.28,22.64,5.6,11.3,4.8,3,1,2
1496.68,1,1.38,1,0.0556,1,852.34,26,1,96.6065,10,112.29,5.28,7.9,12.6,3.7,2,1,1
1677.74,1,2.1,1,0.2095,1,927.7,30,1,86.7027,10,85.61,6.26,8.3,13.6,3.8,2,1,1
2877.71,0,2.72,0,0.0137,0,1244.96,6,0,16.1941,5,19.42,2.3,6.8,15,1.8,1,0,0
468.19,2,0.22,2,0.355,2,367.9,46,2,248.6768,19,133.02,11.6,5.9,11.3,5.5,3,1,2
878.83,2,0.09,2,0.4695,2,313.97,50,2,211.3045,19,181.16,22.2,6.1,10.3,5,3,1,2
567.14,2,0.21,2,0.2565,2,395.86,36,2,259.2191,18,144.63,22.7,6.2,10.1,5,3,1,2
2620.78,0,2.78,0,0.004,0,1669.05,16,0,38.1461,5,18.37,3.02,7.3,15,1.2,1,0,0
1398.17,1,1.42,1,0.0968,1,517.25,23,1,145.979,11,80.26,5.82,7.9,13.9,3.7,2,1,1
318.95,2,0.03,2,0.2907,2,140.66,40,2,254.4672,16,232.97,21.89,5.1,10.7,4.9,3,1,2
1193.87,1,2.25,1,0.0557,1,965.57,28,1,87.2599,9,121.97,7.73,8.1,13.6,3.3,2,1,1
803.42,2,0.82,2,0.4585,2,383,45,2,272.0111,20,165.83,28.93,5.9,11.6,5.2,3,1,2
544.51,2,0.78,2,0.4491,2,338.06,40,2,208.9245,20,201.67,25.68,5.5,10.6,5.2,3,1,2
1444.05,1,1.68,1,0.0728,1,524.11,35,1,177.1843,13,40.37,6.58,7.8,12.6,2.4,2,1,1
2833.96,0,3.38,0,0.0012,0,1877.61,16,0,56.5803,3,6.74,4.39,6.7,15.7,0.6,0,0,0
2110.08,0,3.95,0,0.0043,0,1269.73,14,0,41.1916,4,10.43,4.07,6.6,14.1,0.9,1,0,0
102.37,2,0.66,2,0.3557,2,326.02,36,2,239.0242,16,149.52,20.41,5.2,10.7,5.9,3,1,2
1327.7,1,1.72,1,0.2024,1,757.95,23,1,187.4293,13,122.1,5.8,8.3,13,2.2,2,1,1
370.94,2,0.74,2,0.3254,2,332.93,36,2,255.6466,16,222.63,23.64,6,10.7,5,3,1,2
639.24,2,0.05,2,0.4041,2,71.37,44,2,270.5176,18,236.41,29.86,5.1,10.3,5.5,3,1,2
1677.99,1,1.03,1,0.0906,1,744.78,28,1,117.6886,9,42.78,6.15,8.1,13,3.1,2,1,1
2701.82,0,3.39,0,0.044,0,1301.54,17,0,57.9851,5,4.82,1.51,6.8,14.3,0.3,1,0,0
228.63,2,0.1,2,0.2548,2,71.26,43,2,218.1539,18,151.38,17.18,5.3,10.4,6,3,1,2
2407.34,0,3.15,0,0.0015,0,1556.6,11,0,25.4066,7,6.05,3.18,7.3,14.5,0,0,0,0
1616.8,1,2.26,1,0.1132,1,913.1,25,1,150.11,12,121.45,7.09,8.4,13.5,2.8,2,1,1
37.99,2,0.48,2,0.2722,2,200.05,43,2,231.1969,19,196.89,26.63,5.1,10.7,4.9,3,1,2
860.26,2,0.95,2,0.2704,2,386.74,44,2,277.1092,18,145.81,25.98,5.4,11.9,5.4,3,1,2
694.01,2,0.87,2,0.4647,2,25.08,48,2,207.3848,16,144.58,28.25,6.4,11.7,4.7,3,1,2
2400.63,0,3.24,0,0.0335,0,1835.42,11,0,40.8469,8,9.3,3.47,6.5,15.2,1.3,0,0,0
2263.41,0,2.94,0,0.0497,0,1083.8,10,0,37.103,8,1.96,4.94,6.7,14.2,1.5,0,0,0
218.2,2,0.44,2,0.4805,2,346.02,48,2,272.7284,21,228.08,14.67,6.2,11.4,4.5,3,1,2
1997.72,1,2.21,1,0.0511,1,599.13,31,1,179.9951,13,77.1,8.83,8.2,12.2,2.7,2,1,1
2881.8,0,3.63,0,0.0185,0,1482.82,0,0,66.3487,1,18.43,4.97,7.2,15.8,1.8,0,0,0
1634.57,1,2.18,1,0.1691,1,624,30,1,109.8513,13,22.23,7.51,8.1,12.6,3.5,2,1,1
1553.07,1,1.99,1,0.0834,1,845.68,31,1,164.0415,14,63.66,6.63,8.3,13.5,3.4,2,1,1
2717.02,0,3.02,0,0.0134,0,1927.22,20,0,1.3815,8,6.86,1.79,7.1,14.8,1.1,0,0,0
1640.02,1,1,1,0.0577,1,787,33,1,147.2588,11,116.39,7.66,8.3,12.4,4,2,1,1
53.73,2,0.54,2,0.3059,2,188.48,41,2,215.3226,16,234.96,14.94,6.2,10.4,5,3,1,2
47.51,2,0.64,2,0.4896,2,337.49,36,2,294.6406,21,175.46,27.78,5.6,12,5.9,3,1,2
321.78,2,0.1,2,0.3893,2,28.73,44,2,211.5903,18,211.6,19.5,5.1,11.3,4.7,3,1,2
505.95,2,0.59,2,0.4594,2,39.87,45,2,218.2233,21,163.98,14.1,6.1,10.4,5.9,3,1,2
177.96,2,0.21,2,0.3322,2,451.37,48,2,249.1457,21,222.67,13.43,6,10.9,5.1,3,1,2
1310.94,1,1.9,1,0.106,1,551.52,33,1,161.6985,9,47.11,8.78,8.9,12.2,3.2,2,1,1
289.52,2,0.85,2,0.3347,2,125.48,50,2,287.7925,17,208.86,24.62,5.3,11.9,5.2,3,1,2
2952.72,0,2.71,0,0.0139,0,1118.75,7,0,9.3603,7,12.34,2.39,6.6,15.5,0.8,1,0,0
658.01,2,0.86,2,0.4474,2,492.12,40,2,248.4247,16,163.33,13.27,5.1,11.9,4.1,3,1,2
385.38,2,0.38,2,0.2533,2,157.3,39,2,207.2133,21,177.34,17.73,5.5,11.9,4.3,3,1,2
2638.73,0,3.43,0,0.0397,0,1964.01,2,0,36.3805,1,15.36,1.22,7.2,14.5,1.8,1,0,0
2147.51,0,3.47,0,0.0422,0,1739.93,3,0,36.0421,1,10.88,2.99,7.4,15.2,1.5,1,0,0
1929.55,1,2.29,1,0.0688,1,681.19,22,1,167.1864,13,71.06,5.51,9,13.7,2.9,2,1,1
1846.26,1,1.4,1,0.1657,1,640.59,22,1,88.537,13,33.28,6.98,8.2,13.6,3.6,2,1,1
960.29,2,0.69,2,0.3016,2,218.17,47,2,280.4439,18,201.6,17.71,5.4,11.8,4.6,3,1,2
110,2,0.75,2,0.3675,2,167.27,37,2,286.1223,21,152.23,23.29,5.6,11.3,5.7,3,1,2
1439.33,1,1.03,1,0.1726,1,710.53,24,1,139.6807,9,120.38,8.5,7.9,13,3.1,2,1,1
1358.41,1,2.23,1,0.106,1,995.75,29,1,113.788,14,44.41,6.25,7.8,13.1,3.1,2,1,1
1612.93,1,1.78,1,0.1449,1,997.84,29,1,101.333,10,23.71,6.09,8.1,12.3,3.6,2,1,1
787.19,2,0.15,2,0.2956,2,94.36,41,2,296.2991,17,138.97,14.1,6.3,10.4,4.9,3,1,2
1994.88,1,1.95,1,0.1112,1,893.44,24,1,95.2151,9,105.89,6.12,8.2,12.5,3.4,2,1,1
434.73,2,0.13,2,0.4009,2,210.09,44,2,271.0758,17,133.78,17.81,5.5,11.4,6,3,1,2
1309.1,1,1.2,1,0.2291,1,755,22,1,153.3676,13,37.72,8.7,8.4,12.6,3.4,2,1,1
2529.88,0,3.84,0,0.0376,0,1165.93,3,0,9.1953,6,18.49,0.24,6.9,14.2,1.2,0,0,0
22.41,2,0.75,2,0.312,2,384.28,48,2,293.3015,21,155.91,16.58,6,10.6,5.3,3,1,2
2493.87,0,3.96,0,0.0015,0,1397.22,4,0,4.2983,6,6.17,3.98,6.9,14.8,0.1,0,0,0
56.34,2,0.31,2,0.2702,2,258.65,42,2,279.2295,18,140.32,24.56,6.1,11.4,5.9,3,1,2
1589.02,1,2.04,1,0.1032,1,958.87,21,1,110.0513,14,27.34,6.51,8.8,13.6,3.1,2,1,1
1982.78,1,1.05,1,0.1446,1,552.05,35,1,198.7634,13,90.66,5.99,8.7,12.9,2.3,2,1,1
155.34,2,0.89,2,0.3621,2,307.08,45,2,283.6157,20,138.76,23.43,5.8,10.8,4.2,3,1,2
2399.43,0,3.45,0,0.0461,0,1378.07,2,0,65.0074,2,6.6,2.1,7.4,14.5,0.6,0,0,0
266.12,2,0.95,2,0.3407,2,411.37,49,2,272.9964,21,142.75,12,5.3,10.6,4.4,3,1,2
1882.35,1,1.48,1,0.2013,1,919.22,29,1,151.2722,9,75.04,7.89,8.8,12.5,2.2,2,1,1
1174.93,1,1.53,1,0.1484,1,978.63,26,1,151.7196,9,90.28,8.3,7.8,13.9,3.9,2,1,1
2893.11,0,3.29,0,0.0491,0,1696.71,13,0,47.6963,5,1.78,2.65,6.9,15.6,0,1,0,0
1721.03,1,2.35,1,0.0558,1,552.55,30,1,132.4675,10,23.49,7.72,8.2,13.4,3.2,2,1,1
1546.67,1,1.3,1,0.1743,1,546.42,31,1,87.0769,13,44.3,6.24,8,13.4,2.1,2,1,1
1696.71,1,1.87,1,0.1158,1,554.3,24,1,117.8273,13,35.12,7.73,7.7,12.9,3.8,2,1,1
1826.63,1,1.83,1,0.0855,1,966.18,24,1,114.3432,11,96.37,8.43,8.3,13.1,2.2,2,1,1
1273.05,1,2.16,1,0.0952,1,721.95,33,1,82.5255,10,100.38,8.07,7.9,12.7,2.5,2,1,1
1293.17,1,1.9,1,0.1572,1,845.51,33,1,167.734,11,118.41,5.06,7.6,12.5,2.2,2,1,1
2538.76,0,3.66,0,0.0465,0,1136.69,4,0,71.9557,1,0.56,2.67,7.4,14.9,0.3,0,0,0
1125.45,1,1.68,1,0.1448,1,772.14,25,1,126.5497,14,123.54,7.26,7.7,13.1,3,2,1,1
1328.01,1,2.11,1,0.1119,1,667.07,25,1,77.8777,14,103.07,5.79,8.8,12.5,3,2,1,1
577.12,2,0.64,2,0.3392,2,364.09,37,2,266.4925,16,147.26,16.6,5.1,10.8,4.8,3,1,2
1890.8,1,1.3,1,0.2406,1,601.96,34,1,194.8634,12,39.64,7.37,8.5,12.1,2.1,2,1,1
1896.45,1,2.12,1,0.2429,1,553.24,21,1,128.0723,14,80.54,5.95,7.9,12.8,3.7,2,1,1
2272.48,0,2.84,0,0.0458,0,1106.95,5,0,40.0192,3,3.07,2.83,6.8,14.6,0.8,1,0,0
1549.24,1,2.39,1,0.2107,1,782.06,28,1,165.1175,9,100.08,6.78,8.8,12.8,2.2,2,1,1
265.59,2,0.34,2,0.4005,2,110.53,36,2,235.8845,16,145.22,22.64,5.4,10.4,4.9,3,1,2
1833.21,1,1.57,1,0.0825,1,729.91,31,1,125.2055,14,92.15,7.83,8.8,13.5,2.1,2,1,1
1217.82,1,1.68,1,0.0622,1,673.14,22,1,198.5409,13,100.78,8.61,8.8,13.7,2.7,2,1,1
818.89,2,0.22,2,0.4762,2,204.64,44,2,255.1175,19,227.67,13.34,6.1,11.1,4.5,3,1,2
878.08,2,0.25,2,0.4948,2,325.84,40,2,281.8542,20,237.81,23.01,5.9,11.2,4.5,3,1,2
486.61,2,0.04,2,0.2623,2,363.94,45,2,201.502,17,200.21,17.16,6.2,10.6,5.8,3,1,2
1007.79,1,1.07,1,0.2291,1,661.03,30,1,128.7285,9,42.82,7.13,7.7,12.2,2.5,2,1,1
2688.65,0,3.76,0,0.0361,0,1279.56,18,0,44.0377,4,8.37,2.71,7,14.2,1.5,0,0,0
1091.18,1,1.81,1,0.1118,1,927.37,32,1,153.4434,11,56.99,5.44,8.1,13.3,3.2,2,1,1
1285.62,1,1.54,1,0.2473,1,698.29,35,1,191.8434,11,35.01,8.47,8.5,13.6,2.7,2,1,1
38.11,2,0.32,2,0.3553,2,153.98,40,2,287.4493,19,171.4,11.57,6.2,10.8,5.6,3,1,2
2400.85,0,3.97,0,0.0334,0,1631.23,2,0,22.8125,5,6.44,3.18,7.3,14.7,1.8,1,0,0
1450.55,1,1.7,1,0.1895,1,830.29,25,1,125.7211,15,71.66,8.52,8.5,12.8,2.2,2,1,1
979.93,2,0.48,2,0.4281,2,406.05,37,2,267.7191,17,209.95,26.21,6.2,11.2,5,3,1,2
831.83,2,0.92,2,0.3638,2,458.17,44,2,219.8029,18,243.16,27.72,6,11.1,4.6,3,1,2
1959.09,1,1.02,1,0.0866,1,753.11,31,1,79.9365,12,111.02,7,9,12.9,2.5,2,1,1
1850.13,1,1.27,1,0.1952,1,869.17,28,1,189.3589,13,51.77,7.62,8.9,12.8,2.8,2,1,1
130.29,2,0.05,2,0.476,2,220.38,43,2,228.019,21,163.6,27.62,5.9,11.8,4.4,3,1,2
2095.19,0,3.02,0,0.0317,0,1878.62,8,0,33.0817,2,15.02,2.66,7,14.8,0.1,0,0,0
1410.58,1,1.12,1,0.1943,1,716.79,26,1,124.0748,12,115.1,8.39,8.6,12.9,2.4,2,1,1
2322.85,0,3.54,0,0.0353,0,1885.55,6,0,35.28,0,13.42,2.5,7.1,14.6,0.2,0,0,0
590.29,2,0.47,2,0.3012,2,384.14,38,2,234.5353,21,179.81,29.25,5.4,11.7,5.6,3,1,2
1052.16,1,2.08,1,0.2419,1,701.95,24,1,191.3327,13,116.99,5.83,7.7,13.6,3.7,2,1,1
1212.58,1,1.8,1,0.1175,1,658.11,29,1,144.6541,9,29.22,6.22,8.1,13.3,3.4,2,1,1
806.56,2,0.79,2,0.286,2,278.86,38,2,257.219,19,146.37,22.38,5.8,10.4,4.5,3,1,2
472.53,2,0.4,2,0.3087,2,302.39,45,2,263.9282,21,147.85,12.89,5.1,11.9,5.5,3,1,2
526.18,2,0.81,2,0.2813,2,360.61,36,2,257.8137,18,138.66,27.71,5.3,11,5.9,3,1,2
354.85,2,0.45,2,0.3665,2,170.61,45,2,240.8061,17,148.48,17.92,5.1,11,5.1,3,1,2
170.53,2,0.18,2,0.4816,2,214.69,36,2,238.78,21,162.16,16.86,5.5,10.6,4.7,3,1,2
698.77,2,0.33,2,0.4333,2,298.86,37,2,296.8591,21,162.74,24.56,6.3,10.6,4.4,3,1,2
1214.14,1,1.42,1,0.0569,1,744.18,28,1,144.0351,15,104.21,5.06,8.9,12.2,2.9,2,1,1
1633.37,1,1.96,1,0.1137,1,817.6,23,1,128.3139,11,109.14,5.87,8.7,13,4,2,1,1
1331.72,1,1.57,1,0.2464,1,762.96,27,1,112.2466,10,43.87,5.06,8.9,13.5,2.2,2,1,1
2381.18,0,2.89,0,0.0157,0,1523.13,8,0,7.0842,5,13.05,4.66,6.6,14.1,0.6,0,0,0
1741.01,1,1.62,1,0.1765,1,617.75,23,1,170.0312,15,99.3,8.21,7.7,12.1,2.8,2,1,1
1134.01,1,1.97,1,0.2474,1,729.27,32,1,168.7104,11,33.3,8.83,8.3,13.2,2.4,2,1,1
1927.9,1,2.07,1,0.1521,1,549.11,35,1,110.7131,12,30.79,8.32,7.8,13,3.8,2,1,1
54.96,2,0.11,2,0.418,2,346.95,48,2,255.1677,21,226.68,14.11,5.7,10.4,5.6,3,1,2
1152.68,1,2.17,1,0.1663,1,740.87,21,1,199.3821,14,24.94,8.65,8.6,12.4,2.7,2,1,1
81.1,2,0.3,2,0.3889,2,346.73,41,2,271.1432,17,218.29,9.74,5.5,10.9,6.1,3,1,2
2351.93,0,3.84,0,0.0341,0,1058.14,4,0,39.97,4,2.38,1.33,6.6,15.2,1.7,0,0,0
1442.04,1,2.34,1,0.1426,1,848.04,31,1,92.1465,11,121.6,6.72,8.7,13.1,2.5,2,1,1
2117.42,0,2.73,0,0.0011,0,1555.22,14,0,51.5232,7,16.27,1.24,7.1,14.7,1.6,0,0,0
1120.66,1,1.61,1,0.16,1,612.74,23,1,151.2657,10,116.78,8.2,8.6,13,3.7,2,1,1
2387.18,0,3.48,0,0.0428,0,1076.33,12,0,31.9278,5,3.07,4.24,7.4,15.6,0,0,0,0
675.91,2,0.84,2,0.2535,2,160.6,46,2,209.1858,18,134.83,28.01,5.9,10.4,5.1,3,1,2
2203.81,0,2.85,0,0.0374,0,1360.63,9,0,61.4848,2,1.25,2.35,7.3,15.8,1.7,0,0,0
2255.88,0,3.87,0,0.0469,0,1789.18,8,0,68.8364,3,4.68,4.89,7.5,15.1,1.8,1,0,0
525.43,2,0.51,2,0.2694,2,103.87,38,2,228.771,20,167.28,15.97,5.5,11.1,5.9,3,1,2
2996.84,0,3.65,0,0.0405,0,1160.02,5,0,52.0077,7,8.28,0.06,7.2,15.4,0.7,0,0,0
1334.25,1,2.17,1,0.0691,1,865.77,35,1,196.7154,13,72.63,5.08,8.4,12.3,3,2,1,1
859.16,2,0.85,2,0.4848,2,16.23,37,2,277.7732,17,241.95,11.75,5.3,11.4,4.9,3,1,2
1040.67,1,1.82,1,0.0659,1,934.74,26,1,119.2213,11,87.58,7.73,9,12.9,2.8,2,1,1
415.45,2,0.8,2,0.2834,2,180.26,48,2,242.1003,20,180.47,10.59,5.1,11.8,5,3,1,2
1631.28,1,1.73,1,0.2419,1,899.38,29,1,87.7257,14,109.73,7.57,8.9,12.3,3.4,2,1,1
988.19,2,0.85,2,0.371,2,46.03,42,2,279.027,20,232.71,19.44,5.8,10.7,4.6,3,1,2
2315.53,0,2.79,0,0.007,0,1961.81,17,0,13.0937,8,2.93,3.22,6.9,14.3,1.2,0,0,0
155.37,2,0.14,2,0.2594,2,336.29,45,2,247.9681,17,230.79,20.27,5.9,11.1,4.7,3,1,2
611.61,2,0.68,2,0.3865,2,137.66,42,2,268.19,18,158.29,21.36,5.1,11.8,6,3,1,2
2848.78,0,3.28,0,0.0428,0,1911.74,20,0,72.5648,4,13.76,4.74,7.2,14.1,1.8,0,0,0
1511.73,1,1.19,1,0.136,1,914.84,23,1,179.4632,13,128.11,8.51,8.2,12.3,3.1,2,1,1
2350.44,0,3.09,0,0.0272,0,1164.78,18,0,53.8369,2,10.79,4.16,7,14.2,1.6,1,0,0
2256.87,0,3.53,0,0.0116,0,1332.57,13,0,47.5982,3,15.81,4.97,7.2,15.1,1.2,1,0,0
54.01,2,0.31,2,0.349,2,324.1,50,2,287.2223,16,201,16.41,5.7,11.6,4.9,3,1,2
1486.24,1,1.65,1,0.175,1,786.01,21,1,108.4412,15,48.28,7.85,8.3,12.4,3.1,2,1,1
2930.92,0,3.87,0,0.036,0,1638.03,3,0,27.2874,4,4.53,4.2,6.9,14.8,0.9,0,0,0
2551.4,0,3.09,0,0.0041,0,1920.79,14,0,42.3843,1,10.47,0.03,6.9,15.5,0.4,0,0,0
769.88,2,0.05,2,0.4124,2,158.1,50,2,256.2447,17,137.7,16.1,5.2,10.2,5.2,3,1,2
1728.93,1,1.44,1,0.1329,1,817.85,32,1,114.6661,9,114.96,8.98,8.6,12.1,3.3,2,1,1
544.45,2,0.73,2,0.2715,2,392.5,43,2,272.5692,17,241.31,25.59,5,10.6,5.4,3,1,2
1581.06,1,2.21,1,0.211,1,816.88,28,1,100.2622,11,88.9,7.49,8.9,13.8,3.1,2,1,1
531.62,2,0.19,2,0.3435,2,351.58,44,2,259.2342,16,228.54,27.04,6.3,11.4,4.9,3,1,2
267.44,2,0.92,2,0.2628,2,178.27,41,2,278.7785,19,135.29,17.75,5.9,10.1,5.3,3,1,2
1456.32,1,1.73,1,0.1203,1,742.44,30,1,92.4615,15,109.92,6.66,7.8,13.8,3.4,2,1,1
1066.55,1,2.27,1,0.1283,1,667.3,30,1,82.7786,11,73.8,6.62,7.9,12.4,3,2,1,1
662.98,2,0.89,2,0.4844,2,402,42,2,201.3714,21,212.57,15.63,5.8,11.5,5.4,3,1,2
1859.26,1,1.78,1,0.2389,1,628.2,25,1,172.3524,13,93.81,7.91,7.9,12.4,3.5,2,1,1
2547.93,0,3.63,0,0.0251,0,1619.36,15,0,60.888,2,17.67,0.55,7,15.8,1.6,1,0,0
1160.42,1,1.32,1,0.1301,1,530.44,30,1,198.6469,10,66.88,5.8,8.4,13.7,3.7,2,1,1
333.51,2,0.36,2,0.3181,2,346.98,43,2,254.4544,17,185.85,15.89,5.5,10.2,5.4,3,1,2
2017.99,0,3.96,0,0.0407,0,1208.83,17,0,7.4759,3,1.53,0.5,6.9,15.6,0.3,1,0,0
45.91,2,0.73,2,0.4814,2,57.11,36,2,280.9004,19,249.18,28.8,5.6,11.7,5.2,3,1,2
2033.83,0,2.63,0,0.0244,0,1159.96,8,0,35.7919,3,0.37,3.59,7.3,14.4,0.6,0,0,0
322.1,2,0.75,2,0.3478,2,96.18,48,2,231.2964,18,157.58,9.43,5.6,11.4,6,3,1,2
560.56,2,0.21,2,0.4878,2,226.43,40,2,290.3259,21,145.82,28.49,6.3,10.3,4.5,3,1,2
